ma_don,ma_kh,san_pham,danh_muc,so_luong,don_gia,ngay_dat,khu_vuc
D02990,KH25,Quan jean,Thoi trang,8,33.7,2024-08-19,Nam
D02991,KH24,Dien thoai,Dien tu,2,747.9,2025-01-09,Nam
D02992,KH39,May xay,Gia dung,5,40.6,2024-08-27,Bac
D02993,KH21,Quan jean,Thoi trang,10,34.4,2024-03-09,Nam
D02994,KH34,May xay,Gia dung,8,39.1,2025-01-24,Bac
D02995,KH07,Tai nghe,Dien tu,3,45.0,2024-06-29,Trung
D02996,KH04,Quan jean,Thoi trang,8,31.6,2025-01-07,Bac
D02997,KH10,Dien thoai,Dien tu,1,798.2,2024-06-25,Nam
D02998,KH15,Sach Spark,Sach,7,23.6,2024-12-25,Nam
D02999,KH11,Laptop,Dien tu,1,1354.6,2024-05-02,Bac
D03000,KH28,Giay the thao,Thoi trang,2,61.2,2024-03-07,Bac
D03001,KH02,Sach Spark,Sach,8,24.8,2025-01-25,Bac
D03002,KH05,Noi com dien,Gia dung,5,59.6,2025-01-30,Nam
D03003,KH06,Ao thun,Thoi trang,4,13.5,2025-01-28,Trung
D03004,KH12,Dien thoai,Dien tu,3,746.2,2024-05-09,Nam
D03005,KH02,May xay,Gia dung,1,41.9,2024-03-21,Nam
D03006,KH21,Noi com dien,Gia dung,2,58.5,2024-12-12,Bac
D03007,KH01,Quan jean,Thoi trang,8,38.2,2024-08-25,Trung
D03008,KH17,Sach Python,Sach,9,20.5,2024-05-02,Bac
D03009,KH21,Ao thun,Thoi trang,9,12.1,2025-01-03,Nam
D03010,KH25,May xay,Gia dung,1,36.9,2024-04-10,Bac
D03011,KH37,Quan jean,Thoi trang,3,33.4,2024-03-28,Bac
D03012,KH01,Noi com dien,Gia dung,1,59.1,2024-07-15,Bac
D03013,KH28,Ao thun,Thoi trang,8,13.3,2024-12-21,Bac
D03014,KH15,Sach Spark,Sach,11,22.9,2025-01-11,Nam
D03015,KH33,Dien thoai,Dien tu,1,744.3,2024-06-02,Bac
D03016,KH24,Ao thun,Thoi trang,6,11.8,2024-04-25,Nam
D03017,KH31,Sach Python,Sach,7,20.9,2025-02-04,Nam
D03018,KH03,Sach Python,Sach,11,19.8,2024-12-15,Nam
D03019,KH08,Noi com dien,Gia dung,5,55.7,2025-02-16,Trung
D03020,KH02,Giay the thao,Thoi trang,8,56.4,2024-10-15,Bac
D03021,KH08,Dien thoai,Dien tu,3,796.4,2024-04-30,Nam
D03022,KH18,Noi com dien,Gia dung,1,52.9,2024-04-08,Bac
D03023,KH10,Quan jean,Thoi trang,3,38.4,2024-10-09,Trung
D03024,KH29,Laptop,Dien tu,2,1496.6,2024-12-21,Nam
D03025,KH39,Sach Spark,Sach,11,25.5,2024-12-19,Nam
D03026,KH24,Noi com dien,Gia dung,4,52.5,2024-08-13,Bac
D03027,KH20,Dien thoai,Dien tu,1,779.0,2025-01-10,Trung
D03028,KH40,Sach Python,Sach,10,21.4,2024-04-14,Bac
D03029,KH39,Ao thun,Thoi trang,4,12.9,2024-12-07,Bac
D03030,KH22,Giay the thao,Thoi trang,5,60.4,2025-01-22,Bac
D03031,KH09,Quan jean,Thoi trang,8,35.4,2024-07-18,Trung
D03032,KH27,Quan jean,Thoi trang,10,32.0,2024-09-19,Bac
D03033,KH22,Noi com dien,Gia dung,7,56.3,2024-12-13,Bac
D03034,KH19,Tai nghe,Dien tu,3,44.9,2024-10-04,Bac
D03035,KH22,Quan jean,Thoi trang,10,37.5,2024-07-15,Bac
D03036,KH12,May xay,Gia dung,2,42.8,2024-07-03,Nam
D03037,KH39,Sach Python,Sach,8,18.1,2024-03-07,Bac
D03038,KH04,Laptop,Dien tu,2,1510.1,2024-12-14,Nam
D03039,KH24,Quan jean,Thoi trang,4,38.1,2024-09-04,Trung
D03040,KH10,Dien thoai,Dien tu,3,846.7,2024-03-24,Nam
D03041,KH10,May xay,Gia dung,3,40.4,2024-05-04,Bac
D03042,KH06,May xay,Gia dung,5,40.8,2024-04-01,Nam
D03043,KH33,Tai nghe,Dien tu,2,48.5,2024-04-03,Bac
D03044,KH07,Ao thun,Thoi trang,4,12.2,2024-09-06,Bac
D03045,KH19,Sach Python,Sach,8,18.3,2024-03-09,Trung
D03046,KH40,Tai nghe,Dien tu,2,45.6,2024-03-05,Nam
D03047,KH06,Sach Spark,Sach,6,26.8,2024-10-16,Bac
D03048,KH04,Quan jean,Thoi trang,1,31.9,2024-08-15,Bac
D03049,KH07,Ao thun,Thoi trang,6,12.6,2024-09-22,Nam
D03050,KH03,Ao thun,Thoi trang,5,13.0,2024-08-13,Bac
D03051,KH21,May xay,Gia dung,6,37.7,2024-08-26,Nam
D03052,KH25,Quan jean,Thoi trang,6,36.3,2024-06-08,Nam
D03053,KH11,Sach Spark,Sach,10,25.5,2025-01-29,Nam
D03054,KH23,Sach Spark,Sach,7,26.0,2024-09-02,Bac
D03055,KH30,May xay,Gia dung,2,38.6,2025-01-07,Nam
D03056,KH08,Laptop,Dien tu,2,1649.5,2024-09-13,Nam
D03057,KH04,Tai nghe,Dien tu,2,44.5,2024-11-11,Bac
D03058,KH36,Laptop,Dien tu,3,1473.2,2024-07-18,Nam
D03059,KH03,Noi com dien,Gia dung,5,59.0,2024-12-23,Trung
D03060,KH04,Quan jean,Thoi trang,1,36.0,2024-12-05,Nam
D03061,KH01,Sach Python,Sach,1,20.9,2024-09-24,Bac
D03062,KH36,Ao thun,Thoi trang,3,13.4,2024-11-11,Trung
D03063,KH11,Quan jean,Thoi trang,11,32.1,2025-02-22,Trung
D03064,KH28,Dien thoai,Dien tu,2,801.9,2024-11-29,Bac
D03065,KH28,Noi com dien,Gia dung,9,55.6,2024-07-27,Nam
D03066,KH24,Dien thoai,Dien tu,3,733.3,2024-08-13,Bac
D03067,KH34,Tai nghe,Dien tu,2,42.1,2024-11-26,Trung
D03068,KH40,Sach Python,Sach,11,20.9,2024-10-05,Bac
D03069,KH29,Giay the thao,Thoi trang,11,57.0,2024-08-24,Bac
D03070,KH05,Noi com dien,Gia dung,4,50.7,2024-04-13,Nam
D03071,KH35,Laptop,Dien tu,1,1429.5,2024-04-27,Trung
D03072,KH35,Ao thun,Thoi trang,11,12.4,2025-02-04,Bac
D03073,KH08,Sach Python,Sach,10,19.6,2024-06-25,Nam
D03074,KH13,Laptop,Dien tu,1,1420.3,2024-11-07,Trung
D03075,KH03,Tai nghe,Dien tu,2,46.3,2024-09-19,Bac
D03076,KH25,Noi com dien,Gia dung,10,56.6,2024-06-10,Bac
D03077,KH24,Sach Spark,Sach,6,22.9,2024-06-21,Bac
D03078,KH17,Laptop,Dien tu,1,1376.5,2024-09-12,Nam
D03079,KH03,Sach Spark,Sach,1,27.5,2025-02-04,Trung
D03080,KH23,Dien thoai,Dien tu,3,747.5,2024-03-02,Bac
D03081,KH19,Quan jean,Thoi trang,10,32.6,2025-01-04,Bac
D03082,KH40,May xay,Gia dung,8,43.5,2024-03-29,Bac
D03083,KH35,Giay the thao,Thoi trang,4,56.5,2024-05-21,Nam
D03084,KH04,May xay,Gia dung,4,41.4,2024-03-08,Bac
D03085,KH03,Sach Python,Sach,10,21.7,2025-01-04,Bac
D03086,KH02,May xay,Gia dung,9,40.0,2024-04-03,Bac
D03087,KH01,Noi com dien,Gia dung,9,52.0,2025-01-10,Nam
D03088,KH13,Sach Python,Sach,5,20.9,2024-05-23,Trung
D03089,KH37,Sach Spark,Sach,8,22.5,2024-08-04,Nam
D03090,KH03,Tai nghe,Dien tu,3,44.6,2024-03-18,Nam
D03091,KH10,Sach Spark,Sach,8,24.3,2024-11-27,Trung
D03092,KH40,Laptop,Dien tu,3,1578.6,2024-08-25,Bac
D03093,KH20,Sach Python,Sach,10,21.4,2024-05-16,Nam
D03094,KH28,Quan jean,Thoi trang,11,36.3,2024-03-25,Bac
D03095,KH17,May xay,Gia dung,2,36.4,2024-09-18,Bac
D03096,KH14,Giay the thao,Thoi trang,6,54.6,2024-08-28,Trung
D03097,KH24,Dien thoai,Dien tu,3,781.2,2024-06-04,Trung
D03098,KH08,Sach Python,Sach,8,20.7,2024-09-15,Nam
D03099,KH02,Ao thun,Thoi trang,7,12.0,2024-12-02,Nam
D03100,KH39,Sach Spark,Sach,4,26.5,2025-02-04,Bac
D03101,KH17,May xay,Gia dung,4,41.0,2024-04-01,Trung
D03102,KH19,Noi com dien,Gia dung,5,52.1,2025-02-18,Bac
D03103,KH09,Sach Spark,Sach,5,26.7,2024-03-02,Nam
D03104,KH20,Noi com dien,Gia dung,11,51.3,2024-05-22,Nam
D03105,KH34,Laptop,Dien tu,2,1411.6,2024-12-09,Bac
D03106,KH22,Giay the thao,Thoi trang,3,55.9,2024-08-14,Nam
D03107,KH26,Sach Spark,Sach,3,27.2,2024-08-11,Nam
D03108,KH24,Noi com dien,Gia dung,3,55.8,2025-02-26,Bac
D03109,KH13,Quan jean,Thoi trang,4,32.1,2024-09-29,Bac
D03110,KH19,Sach Python,Sach,9,20.2,2025-01-02,Nam
D03111,KH33,Giay the thao,Thoi trang,8,58.0,2024-12-11,Bac
D03112,KH15,Quan jean,Thoi trang,9,32.8,2024-03-03,Bac
D03113,KH06,Sach Spark,Sach,4,25.0,2024-08-11,Nam
D03114,KH21,Giay the thao,Thoi trang,11,63.8,2024-05-27,Nam
D03115,KH32,Noi com dien,Gia dung,3,50.2,2024-07-20,Nam
D03116,KH12,Laptop,Dien tu,1,1595.3,2024-10-04,Nam
D03117,KH24,Noi com dien,Gia dung,3,50.3,2024-06-27,Nam
D03118,KH19,Sach Python,Sach,2,20.5,2024-07-24,Nam
D03119,KH14,Giay the thao,Thoi trang,9,58.4,2024-10-13,Nam
D03120,KH06,May xay,Gia dung,6,38.1,2025-02-13,Nam
D03121,KH38,Sach Spark,Sach,5,24.0,2024-11-10,Bac
D03122,KH20,Quan jean,Thoi trang,3,33.9,2024-06-10,Bac
D03123,KH05,Tai nghe,Dien tu,2,45.0,2025-02-12,Nam
D03124,KH40,Quan jean,Thoi trang,9,32.1,2025-01-08,Bac
D03125,KH10,May xay,Gia dung,4,38.0,2025-01-25,Nam
D03126,KH15,Dien thoai,Dien tu,2,763.3,2025-01-23,Trung
D03127,KH10,Dien thoai,Dien tu,1,727.8,2024-05-16,Bac
D03128,KH02,Ao thun,Thoi trang,8,11.7,2025-01-04,Bac
D03129,KH23,Sach Spark,Sach,4,24.1,2024-11-15,Nam
D03130,KH03,Quan jean,Thoi trang,2,36.4,2024-05-25,Bac
D03131,KH02,May xay,Gia dung,9,37.0,2024-07-31,Nam
D03132,KH29,Quan jean,Thoi trang,11,38.0,2024-12-12,Nam
D03133,KH31,Noi com dien,Gia dung,6,50.2,2024-08-18,Trung
D03134,KH35,Ao thun,Thoi trang,9,12.7,2024-09-25,Trung
D03135,KH12,Noi com dien,Gia dung,6,58.7,2024-07-06,Bac
D03136,KH26,Giay the thao,Thoi trang,7,65.4,2025-01-05,Bac
D03137,KH25,Quan jean,Thoi trang,6,33.4,2024-12-05,Nam
D03138,KH22,Laptop,Dien tu,1,1509.1,2025-01-20,Trung
D03139,KH01,Giay the thao,Thoi trang,11,55.3,2025-02-07,Nam
D03140,KH02,Sach Spark,Sach,11,26.3,2024-10-29,Trung
D03141,KH07,Giay the thao,Thoi trang,10,65.9,2024-04-22,Nam
D03142,KH32,Laptop,Dien tu,3,1594.7,2024-07-01,Nam
D03143,KH03,Dien thoai,Dien tu,1,742.6,2025-01-15,Bac
D03144,KH19,Noi com dien,Gia dung,2,60.1,2024-06-20,Nam
D03145,KH15,Dien thoai,Dien tu,1,805.5,2024-12-18,Trung
D03146,KH39,Sach Python,Sach,3,19.4,2025-01-15,Bac
D03147,KH34,May xay,Gia dung,6,39.1,2024-08-31,Nam
D03148,KH07,May xay,Gia dung,1,39.6,2024-04-21,Nam
D03149,KH38,Giay the thao,Thoi trang,10,60.5,2024-03-16,Nam
D03150,KH39,Dien thoai,Dien tu,3,720.0,2024-09-25,Bac
D03151,KH13,Sach Python,Sach,1,19.3,2024-12-13,Bac
D03152,KH26,Tai nghe,Dien tu,2,45.4,2025-02-03,Bac
D03153,KH30,Sach Spark,Sach,10,24.7,2024-09-12,Trung
D03154,KH22,May xay,Gia dung,5,37.0,2024-07-29,Nam
D03155,KH04,Giay the thao,Thoi trang,2,65.6,2024-09-26,Nam
D03156,KH36,Tai nghe,Dien tu,2,42.7,2024-04-17,Bac
D03157,KH26,Sach Spark,Sach,1,27.3,2024-03-10,Bac
D03158,KH11,Noi com dien,Gia dung,1,57.5,2024-08-25,Nam
D03159,KH16,Quan jean,Thoi trang,6,33.4,2024-10-24,Nam
D03160,KH17,Quan jean,Thoi trang,1,37.1,2024-12-07,Bac
D03161,KH31,Sach Spark,Sach,10,23.9,2024-07-15,Bac
D03162,KH34,Tai nghe,Dien tu,2,47.8,2024-09-10,Nam
D03163,KH13,Sach Python,Sach,5,19.7,2025-01-20,Nam
D03164,KH12,Ao thun,Thoi trang,8,11.9,2024-10-18,Bac
D03165,KH19,Ao thun,Thoi trang,6,13.1,2024-11-12,Bac
D03166,KH13,Sach Python,Sach,7,18.4,2024-07-02,Trung
D03167,KH24,May xay,Gia dung,1,42.3,2025-02-10,Bac
D03168,KH09,Laptop,Dien tu,2,1420.2,2024-07-26,Bac
D03169,KH16,Sach Python,Sach,1,19.5,2025-02-06,Bac
D03170,KH22,Dien thoai,Dien tu,3,839.2,2024-04-08,Bac
D03171,KH02,Noi com dien,Gia dung,10,55.4,2025-02-16,Nam
D03172,KH33,Giay the thao,Thoi trang,9,64.4,2024-03-18,Nam
D03173,KH17,Tai nghe,Dien tu,2,42.3,2024-05-10,Bac
D03174,KH21,Sach Spark,Sach,10,26.5,2024-10-14,Trung
D03175,KH17,Giay the thao,Thoi trang,11,60.9,2024-08-13,Trung
D03176,KH11,Noi com dien,Gia dung,6,50.2,2024-05-07,Trung
D03177,KH07,Dien thoai,Dien tu,3,782.6,2025-01-12,Bac
D03178,KH26,Sach Spark,Sach,10,24.3,2024-07-22,Nam
D03179,KH37,Quan jean,Thoi trang,8,35.8,2024-11-16,Trung
D03180,KH34,Giay the thao,Thoi trang,1,58.4,2024-12-29,Bac
D03181,KH16,May xay,Gia dung,5,43.1,2025-02-23,Nam
D03182,KH32,Quan jean,Thoi trang,9,33.4,2024-06-21,Bac
D03183,KH28,Laptop,Dien tu,2,1439.8,2025-02-17,Bac
D03184,KH03,Laptop,Dien tu,3,1489.8,2024-12-22,Trung
D03185,KH13,May xay,Gia dung,11,38.7,2024-09-14,Bac
D03186,KH29,Quan jean,Thoi trang,6,34.4,2024-07-27,Nam
D03187,KH32,Tai nghe,Dien tu,1,47.4,2024-06-21,Bac
D03188,KH40,Sach Spark,Sach,3,26.6,2024-11-27,Trung
D03189,KH34,Sach Python,Sach,11,21.6,2024-05-11,Trung
D03190,KH23,Ao thun,Thoi trang,7,12.2,2024-07-05,Nam
D03191,KH10,May xay,Gia dung,10,43.5,2024-11-05,Bac
D03192,KH39,Sach Spark,Sach,1,26.6,2024-04-09,Bac
D03193,KH25,Ao thun,Thoi trang,10,12.9,2024-06-12,Trung
D03194,KH15,Ao thun,Thoi trang,8,12.9,2024-09-11,Bac
D03195,KH36,Noi com dien,Gia dung,5,59.3,2025-02-04,Bac
D03196,KH21,May xay,Gia dung,5,39.6,2024-04-01,Nam
D03197,KH14,Noi com dien,Gia dung,1,59.6,2024-11-19,Bac
D03198,KH06,Dien thoai,Dien tu,1,861.3,2024-11-21,Nam
D03199,KH13,Giay the thao,Thoi trang,8,55.4,2024-03-31,Trung
D03200,KH18,Tai nghe,Dien tu,2,42.4,2024-05-03,Nam
D03201,KH21,Tai nghe,Dien tu,3,41.5,2024-05-01,Trung
D03202,KH30,Tai nghe,Dien tu,2,43.7,2025-01-07,Bac
D03203,KH34,Laptop,Dien tu,3,1463.3,2024-04-06,Bac
D03204,KH23,Sach Python,Sach,6,21.8,2024-10-22,Nam
D03205,KH27,Tai nghe,Dien tu,3,48.6,2024-05-30,Bac
D03206,KH38,Sach Spark,Sach,2,22.6,2024-08-29,Nam
D03207,KH08,Laptop,Dien tu,1,1457.8,2024-06-25,Bac
D03208,KH11,Quan jean,Thoi trang,5,36.1,2024-11-19,Nam
D03209,KH21,May xay,Gia dung,1,41.4,2024-07-02,Bac
D03210,KH20,Noi com dien,Gia dung,10,51.6,2024-12-01,Bac
D03211,KH13,Quan jean,Thoi trang,5,38.5,2024-10-02,Bac
D03212,KH17,Sach Spark,Sach,7,25.6,2024-03-22,Trung
D03213,KH03,Sach Spark,Sach,3,27.4,2024-05-31,Nam
D03214,KH20,Sach Spark,Sach,7,22.6,2024-08-06,Nam
D03215,KH04,Noi com dien,Gia dung,4,58.7,2024-05-12,Bac
D03216,KH37,Quan jean,Thoi trang,8,37.1,2024-07-30,Bac
D03217,KH40,Giay the thao,Thoi trang,9,56.7,2025-02-02,Nam
D03218,KH36,Sach Python,Sach,8,20.7,2024-10-21,Bac
D03219,KH13,Quan jean,Thoi trang,8,36.2,2025-02-10,Nam
D03220,KH30,Quan jean,Thoi trang,4,35.1,2024-03-17,Bac
D03221,KH13,Giay the thao,Thoi trang,7,62.5,2024-05-04,Nam
D03222,KH15,Ao thun,Thoi trang,8,13.2,2024-04-08,Trung
D03223,KH29,Tai nghe,Dien tu,3,49.3,2024-09-16,Trung
D03224,KH34,Tai nghe,Dien tu,3,48.6,2024-12-05,Trung
D03225,KH18,Dien thoai,Dien tu,2,741.2,2024-10-07,Bac
D03226,KH04,Dien thoai,Dien tu,3,721.1,2025-01-18,Bac
D03227,KH18,May xay,Gia dung,5,42.1,2024-06-09,Bac
D03228,KH28,Ao thun,Thoi trang,7,13.6,2024-05-27,Trung
D03229,KH19,Noi com dien,Gia dung,11,55.0,2024-05-25,Bac
D03230,KH36,Sach Spark,Sach,2,22.7,2024-09-25,Bac
D03231,KH20,Tai nghe,Dien tu,3,42.1,2024-12-26,Bac
D03232,KH28,Sach Python,Sach,9,20.4,2024-06-25,Nam
D03233,KH16,Dien thoai,Dien tu,3,731.5,2024-08-05,Bac
D03234,KH27,Tai nghe,Dien tu,3,43.3,2024-10-30,Nam
D03235,KH36,Dien thoai,Dien tu,3,734.8,2025-02-08,Bac
D03236,KH11,Noi com dien,Gia dung,11,57.1,2024-11-04,Trung
D03237,KH23,Noi com dien,Gia dung,1,50.0,2024-04-19,Bac
D03238,KH06,Laptop,Dien tu,1,1637.7,2024-04-26,Bac
D03239,KH29,Quan jean,Thoi trang,2,33.3,2024-04-16,Bac
D03240,KH07,Giay the thao,Thoi trang,2,66.0,2024-09-27,Nam
D03241,KH16,Noi com dien,Gia dung,10,50.3,2024-11-14,Nam
D03242,KH36,Sach Python,Sach,11,20.6,2024-08-15,Nam
D03243,KH27,Ao thun,Thoi trang,10,11.7,2025-02-14,Bac
D03244,KH17,Ao thun,Thoi trang,2,13.7,2024-08-27,Nam
D03245,KH28,Sach Python,Sach,6,18.6,2025-01-01,Bac
D03246,KH30,May xay,Gia dung,10,42.7,2024-04-25,Bac
D03247,KH31,Noi com dien,Gia dung,6,57.3,2025-02-07,Nam
D03248,KH23,May xay,Gia dung,3,36.1,2024-06-10,Bac
D03249,KH30,Noi com dien,Gia dung,5,60.1,2024-05-13,Bac
D03250,KH21,Giay the thao,Thoi trang,9,61.4,2024-07-25,Nam
D03251,KH21,Sach Python,Sach,10,20.0,2025-01-28,Nam
D03252,KH02,Noi com dien,Gia dung,5,53.8,2024-07-22,Bac
D03253,KH29,Tai nghe,Dien tu,1,41.0,2024-12-11,Bac
D03254,KH37,Tai nghe,Dien tu,2,43.0,2025-01-05,Nam
D03255,KH30,Laptop,Dien tu,1,1462.5,2024-06-27,Nam
D03256,KH26,Ao thun,Thoi trang,3,12.3,2024-09-02,Trung
D03257,KH28,Sach Python,Sach,6,20.6,2024-08-06,Bac
D03258,KH31,Ao thun,Thoi trang,9,13.5,2024-07-30,Bac
D03259,KH19,Dien thoai,Dien tu,2,771.3,2024-10-13,Bac
D03260,KH17,Dien thoai,Dien tu,1,777.8,2024-06-19,Bac
D03261,KH36,May xay,Gia dung,6,37.5,2024-07-07,Bac
D03262,KH09,Laptop,Dien tu,3,1649.2,2024-04-04,Bac
D03263,KH12,Sach Spark,Sach,3,26.6,2024-10-15,Bac
D03264,KH20,May xay,Gia dung,11,40.7,2025-01-02,Bac
D03265,KH38,Quan jean,Thoi trang,5,35.7,2024-10-07,Nam
D03266,KH40,May xay,Gia dung,10,37.4,2024-09-09,Trung
D03267,KH12,Noi com dien,Gia dung,3,54.4,2025-01-24,Bac
D03268,KH31,Noi com dien,Gia dung,3,55.2,2024-03-04,Nam
D03269,KH15,Giay the thao,Thoi trang,5,58.3,2025-01-09,Trung
D03270,KH08,Quan jean,Thoi trang,9,35.0,2024-09-06,Nam
D03271,KH16,Noi com dien,Gia dung,11,59.4,2024-10-03,Bac
D03272,KH31,Giay the thao,Thoi trang,2,56.9,2024-04-19,Nam
D03273,KH05,May xay,Gia dung,8,41.3,2024-08-28,Bac
D03274,KH17,May xay,Gia dung,1,39.8,2024-03-18,Nam
D03275,KH03,Giay the thao,Thoi trang,9,57.7,2024-09-22,Trung
D03276,KH34,Noi com dien,Gia dung,10,55.1,2024-03-05,Nam
D03277,KH01,May xay,Gia dung,5,43.5,2024-06-18,Nam
D03278,KH13,Laptop,Dien tu,3,1607.6,2024-04-15,Bac
D03279,KH14,Quan jean,Thoi trang,7,37.1,2025-02-21,Nam
D03280,KH10,Dien thoai,Dien tu,1,740.8,2024-11-05,Bac
D03281,KH36,Noi com dien,Gia dung,9,49.9,2024-03-25,Bac
D03282,KH03,Sach Python,Sach,7,18.9,2024-11-17,Bac
D03283,KH12,Dien thoai,Dien tu,3,738.4,2025-02-20,Bac
D03284,KH16,Laptop,Dien tu,1,1638.7,2024-04-22,Bac
D03285,KH29,Noi com dien,Gia dung,1,52.7,2024-03-20,Bac
D03286,KH35,Quan jean,Thoi trang,6,34.0,2024-09-18,Nam
D03287,KH14,Dien thoai,Dien tu,2,847.7,2024-03-24,Bac
D03288,KH23,May xay,Gia dung,6,36.4,2024-08-13,Nam
D03289,KH38,Dien thoai,Dien tu,3,863.0,2024-03-10,Bac
D03290,KH32,Sach Python,Sach,3,18.6,2024-09-06,Nam
D03291,KH35,Quan jean,Thoi trang,7,34.7,2024-06-22,Bac
D03292,KH36,May xay,Gia dung,10,40.9,2024-03-08,Bac
D03293,KH25,Sach Python,Sach,1,20.1,2024-03-20,Trung
D03294,KH19,Sach Python,Sach,5,21.9,2024-06-22,Trung
D03295,KH23,Ao thun,Thoi trang,5,12.1,2024-10-13,Trung
D03296,KH21,Quan jean,Thoi trang,4,32.2,2024-09-25,Trung
D03297,KH07,Sach Python,Sach,11,22.0,2024-10-28,Nam
D03298,KH22,Laptop,Dien tu,3,1426.2,2024-11-11,Nam
D03299,KH20,May xay,Gia dung,5,36.6,2025-02-23,Nam
D03300,KH17,Ao thun,Thoi trang,4,13.4,2024-11-18,Bac
D03301,KH27,Ao thun,Thoi trang,2,12.2,2024-11-29,Trung
D03302,KH13,Sach Python,Sach,10,19.1,2024-03-31,Bac
D03303,KH09,Tai nghe,Dien tu,3,41.7,2024-06-23,Trung
D03304,KH18,Giay the thao,Thoi trang,3,60.3,2025-01-23,Nam
D03305,KH10,Laptop,Dien tu,2,1350.5,2024-05-28,Trung
D03306,KH02,Dien thoai,Dien tu,1,756.2,2024-08-24,Bac
D03307,KH16,Quan jean,Thoi trang,2,32.8,2024-08-25,Bac
D03308,KH39,May xay,Gia dung,5,39.7,2024-05-16,Nam
D03309,KH21,May xay,Gia dung,2,43.9,2024-05-21,Bac
D03310,KH08,Ao thun,Thoi trang,6,12.5,2024-06-02,Nam
D03311,KH20,Tai nghe,Dien tu,2,43.3,2024-04-02,Bac
D03312,KH11,Laptop,Dien tu,3,1558.7,2024-05-31,Nam
D03313,KH24,Sach Python,Sach,2,21.4,2024-11-15,Trung
D03314,KH34,Quan jean,Thoi trang,8,35.0,2025-01-30,Nam
D03315,KH10,Sach Python,Sach,3,18.5,2024-08-21,Nam
D03316,KH05,Giay the thao,Thoi trang,6,59.1,2024-08-03,Bac
D03317,KH36,Laptop,Dien tu,3,1610.8,2025-02-04,Nam
D03318,KH06,Quan jean,Thoi trang,10,37.6,2025-02-01,Nam
D03319,KH12,Quan jean,Thoi trang,6,34.7,2024-03-13,Nam
D03320,KH19,Noi com dien,Gia dung,3,59.1,2024-03-16,Nam
D03321,KH18,Noi com dien,Gia dung,6,56.9,2024-11-02,Nam
D03322,KH34,Ao thun,Thoi trang,2,11.4,2024-05-16,Trung
D03323,KH30,Noi com dien,Gia dung,3,53.5,2024-12-25,Nam
D03324,KH33,Dien thoai,Dien tu,3,860.0,2024-09-06,Bac
D03325,KH37,Ao thun,Thoi trang,10,13.4,2025-02-21,Bac
D03326,KH01,Giay the thao,Thoi trang,9,65.4,2024-05-02,Trung
D03327,KH14,Giay the thao,Thoi trang,10,55.8,2024-10-13,Bac
D03328,KH40,Giay the thao,Thoi trang,7,62.0,2024-11-24,Nam
D03329,KH28,Sach Spark,Sach,5,27.5,2024-08-21,Nam
D03330,KH34,Ao thun,Thoi trang,5,13.0,2024-10-04,Bac
D03331,KH08,Ao thun,Thoi trang,2,13.3,2025-01-22,Trung
D03332,KH22,Ao thun,Thoi trang,1,12.6,2024-07-25,Nam
D03333,KH01,Quan jean,Thoi trang,10,33.5,2024-04-11,Nam
D03334,KH29,Sach Python,Sach,4,19.8,2024-08-28,Nam
D03335,KH29,Dien thoai,Dien tu,3,722.6,2024-12-29,Nam
D03336,KH06,Sach Spark,Sach,10,24.5,2024-05-16,Nam
D03337,KH02,Ao thun,Thoi trang,9,12.3,2024-12-09,Nam
D03338,KH14,Sach Spark,Sach,3,24.0,2024-12-19,Nam
D03339,KH17,Tai nghe,Dien tu,2,46.5,2024-11-13,Nam
D03340,KH21,Giay the thao,Thoi trang,2,65.8,2024-05-26,Trung
D03341,KH26,Quan jean,Thoi trang,2,34.8,2024-06-12,Nam
D03342,KH08,Dien thoai,Dien tu,3,776.5,2025-02-06,Bac
D03343,KH36,Ao thun,Thoi trang,10,12.8,2024-10-20,Nam
D03344,KH01,Laptop,Dien tu,2,1643.4,2024-10-17,Bac
D03345,KH07,Tai nghe,Dien tu,2,49.1,2024-11-02,Trung
D03346,KH28,Ao thun,Thoi trang,10,13.5,2024-04-18,Trung
D03347,KH17,Ao thun,Thoi trang,5,12.4,2024-12-30,Trung
D03348,KH14,Tai nghe,Dien tu,2,47.8,2024-09-30,Nam
D03349,KH16,Sach Python,Sach,3,21.7,2024-12-27,Bac
D03350,KH01,Quan jean,Thoi trang,9,32.7,2024-05-15,Nam
D03351,KH01,Laptop,Dien tu,3,1455.2,2024-08-22,Bac
D03352,KH05,Tai nghe,Dien tu,1,42.6,2024-07-27,Nam
D03353,KH29,Laptop,Dien tu,2,1535.5,2024-08-23,Nam
D03354,KH34,May xay,Gia dung,2,43.2,2024-11-18,Trung
D03355,KH12,Dien thoai,Dien tu,2,850.2,2024-06-19,Bac
D03356,KH39,Dien thoai,Dien tu,1,738.8,2024-08-24,Bac
D03357,KH04,Laptop,Dien tu,2,1401.4,2024-06-25,Trung
D03358,KH30,Dien thoai,Dien tu,2,845.8,2024-09-24,Bac
D03359,KH26,May xay,Gia dung,1,40.6,2024-11-13,Bac
D03360,KH10,Tai nghe,Dien tu,2,47.1,2024-10-09,Bac
D03361,KH10,Ao thun,Thoi trang,5,13.5,2024-03-02,Nam
D03362,KH02,Quan jean,Thoi trang,7,31.7,2024-07-05,Nam
D03363,KH07,Laptop,Dien tu,2,1457.9,2024-12-23,Nam
D03364,KH15,Dien thoai,Dien tu,3,766.4,2024-11-11,Bac
