ma_gd,ma_kh,so_tien,trang_thai,thoi_gian
GD007845,KH01445,203000.0,THANH CONG,2026-03-12 14:07:00
GD007846,KH00275,1037000.0,THAT BAI,2026-03-12 14:13:00
GD007847,KH01456,1084000.0,THANH CONG,2026-03-12 14:14:00
GD007848,KH01294,607000.0,THANH CONG,2026-03-12 14:51:00
GD007849,KH02801,167000.0,THANH CONG,2026-03-12 15:01:00
GD007850,KH00159,271000.0,THANH CONG,2026-03-12 15:20:00
GD007851,KH02028,610000.0,THANH CONG,2026-03-12 15:33:00
GD007852,KH00090,2199000.0,THANH CONG,2026-03-12 16:35:00
GD007853,KH01026,278000.0,CHO XU LY,2026-03-12 16:49:00
GD007854,KH02663,123000.0,THANH CONG,2026-03-12 16:50:00
GD007855,KH01786,320000.0,THAT BAI,2026-03-12 16:54:00
GD007856,KH02172,1661000.0,THANH CONG,2026-03-12 16:59:00
GD007857,KH02409,586000.0,CHO XU LY,2026-03-12 17:06:00
GD007858,KH00556,201000.0,THANH CONG,2026-03-12 17:21:00
GD007859,KH00487,371000.0,THAT BAI,2026-03-12 17:31:00
GD007860,KH00778,813000.0,THAT BAI,2026-03-12 17:32:00
GD007861,KH02333,493000.0,THANH CONG,2026-03-12 18:07:00
GD007862,KH00482,375000.0,THANH CONG,2026-03-12 18:25:00
GD007863,KH00906,236000.0,THANH CONG,2026-03-12 18:40:00
GD007864,KH00771,642000.0,THANH CONG,2026-03-12 19:12:00
GD007865,KH01358,119000.0,THANH CONG,2026-03-12 19:17:00
GD007866,KH00240,320000.0,THANH CONG,2026-03-12 19:43:00
GD007867,KH00530,2791000.0,THANH CONG,2026-03-12 19:44:00
GD007868,KH01852,909000.0,THANH CONG,2026-03-12 20:09:00
GD007869,KH00789,476000.0,THANH CONG,2026-03-12 20:27:00
GD007870,KH02114,881000.0,THANH CONG,2026-03-12 20:34:00
GD007871,KH00394,340000.0,THANH CONG,2026-03-12 21:31:00
GD007872,KH02973,2422000.0,THANH CONG,2026-03-12 21:31:00
GD007873,KH02692,826000.0,THANH CONG,2026-03-12 21:41:00
GD007874,KH02431,1177000.0,THANH CONG,2026-03-12 22:36:00
GD007875,KH00634,830000.0,THANH CONG,2026-03-12 22:46:00
GD007876,KH01011,291000.0,THANH CONG,2026-03-12 22:48:00
GD007877,KH02237,322000.0,THANH CONG,2026-03-12 22:51:00
GD007878,KH01496,441000.0,THAT BAI,2026-03-12 22:52:00
GD007879,KH01447,122000.0,THAT BAI,2026-03-12 23:42:00
GD007880,KH01266,940000.0,THANH CONG,2026-03-13 00:05:00
GD007881,KH02101,46000.0,THANH CONG,2026-03-13 00:18:00
GD007882,KH00593,1088000.0,THANH CONG,2026-03-13 00:18:00
GD007883,KH00086,1350000.0,THANH CONG,2026-03-13 00:18:00
GD007884,KH00246,183000.0,THANH CONG,2026-03-13 00:30:00
GD007885,KH01397,350000.0,THANH CONG,2026-03-13 00:45:00
GD007886,KH00133,679000.0,THANH CONG,2026-03-13 00:56:00
GD007887,KH02488,824000.0,THANH CONG,2026-03-13 01:06:00
GD007888,KH02459,6346000.0,THANH CONG,2026-03-13 01:18:00
GD007889,KH02743,186000.0,THANH CONG,2026-03-13 01:28:00
GD007890,KH01803,1825000.0,THANH CONG,2026-03-13 01:31:00
GD007891,KH00045,1767000.0,THAT BAI,2026-03-13 01:35:00
GD007892,KH02395,142000.0,THANH CONG,2026-03-13 01:37:00
GD007893,KH02371,94000.0,THANH CONG,2026-03-13 01:45:00
GD007894,KH00688,1214000.0,CHO XU LY,2026-03-13 01:46:00
GD007895,KH02789,131000.0,THANH CONG,2026-03-13 02:04:00
GD007896,KH02120,971000.0,THANH CONG,2026-03-13 02:06:00
GD007897,KH00425,2216000.0,THANH CONG,2026-03-13 02:10:00
GD007898,KH02477,696000.0,THAT BAI,2026-03-13 02:13:00
GD007899,KH00531,519000.0,CHO XU LY,2026-03-13 02:16:00
GD007900,KH01260,584000.0,THANH CONG,2026-03-13 02:25:00
GD007901,KH00103,365000.0,THANH CONG,2026-03-13 02:32:00
GD007902,KH00026,765000.0,THANH CONG,2026-03-13 02:35:00
GD007903,KH02302,249000.0,THANH CONG,2026-03-13 02:58:00
GD007904,KH00637,316000.0,THANH CONG,2026-03-13 03:11:00
GD007905,KH00573,974000.0,THANH CONG,2026-03-13 03:13:00
GD007906,KH02618,132000.0,THANH CONG,2026-03-13 03:25:00
GD007907,KH01591,610000.0,THANH CONG,2026-03-13 03:26:00
GD007908,KH02425,96000.0,THANH CONG,2026-03-13 03:29:00
GD007909,KH01284,196000.0,THANH CONG,2026-03-13 03:48:00
GD007910,KH00693,222000.0,THANH CONG,2026-03-13 03:49:00
GD007911,KH00876,471000.0,THANH CONG,2026-03-13 04:24:00
GD007912,KH01336,677000.0,THAT BAI,2026-03-13 05:41:00
GD007913,KH02510,353000.0,THANH CONG,2026-03-13 05:45:00
GD007914,KH01943,96000.0,THAT BAI,2026-03-13 06:11:00
GD007915,KH00029,171000.0,THANH CONG,2026-03-13 06:16:00
GD007916,KH00502,162000.0,THANH CONG,2026-03-13 06:19:00
GD007917,KH01483,1086000.0,THANH CONG,2026-03-13 06:29:00
GD007918,KH00128,378000.0,THANH CONG,2026-03-13 06:35:00
GD007919,KH00495,587000.0,CHO XU LY,2026-03-13 06:36:00
GD007920,KH00912,171000.0,THANH CONG,2026-03-13 06:37:00
GD007921,KH01879,547000.0,THANH CONG,2026-03-13 06:57:00
GD007922,KH02856,50000.0,THANH CONG,2026-03-13 07:04:00
GD007923,KH02972,2653000.0,THANH CONG,2026-03-13 07:07:00
GD007924,KH02692,804000.0,THANH CONG,2026-03-13 07:22:00
GD007925,KH00360,384000.0,THANH CONG,2026-03-13 07:26:00
GD007926,KH02204,561000.0,CHO XU LY,2026-03-13 07:34:00
GD007927,KH02337,419000.0,THAT BAI,2026-03-13 07:41:00
GD007928,KH00024,77000.0,THANH CONG,2026-03-13 08:11:00
GD007929,KH02195,183000.0,THANH CONG,2026-03-13 08:22:00
GD007930,KH00250,152000.0,THANH CONG,2026-03-13 08:23:00
GD007931,KH00848,103000.0,THANH CONG,2026-03-13 08:25:00
GD007932,KH02069,1936000.0,THAT BAI,2026-03-13 08:40:00
GD007933,KH02246,171000.0,THANH CONG,2026-03-13 08:49:00
GD007934,KH00798,84000.0,THAT BAI,2026-03-13 08:57:00
GD007935,KH01949,1617000.0,THANH CONG,2026-03-13 09:03:00
GD007936,KH01044,301000.0,CHO XU LY,2026-03-13 09:06:00
GD007937,KH02993,451000.0,THANH CONG,2026-03-13 09:26:00
GD007938,KH01159,768000.0,THANH CONG,2026-03-13 09:35:00
GD007939,KH00009,382000.0,THANH CONG,2026-03-13 09:38:00
GD007940,KH01181,373000.0,THANH CONG,2026-03-13 09:40:00
GD007941,KH01892,439000.0,THAT BAI,2026-03-13 09:51:00
GD007942,KH00125,332000.0,THANH CONG,2026-03-13 09:52:00
GD007943,KH00382,710000.0,THANH CONG,2026-03-13 09:52:00
GD007944,KH00819,1441000.0,THAT BAI,2026-03-13 10:00:00
GD007945,KH02814,191000.0,THAT BAI,2026-03-13 10:36:00
GD007946,KH02520,217000.0,THANH CONG,2026-03-13 10:42:00
GD007947,KH01197,915000.0,THANH CONG,2026-03-13 11:13:00
GD007948,KH00654,487000.0,THANH CONG,2026-03-13 11:42:00
GD007949,KH01105,221000.0,THANH CONG,2026-03-13 11:45:00
GD007950,KH01960,519000.0,THANH CONG,2026-03-13 12:02:00
GD007951,KH02498,708000.0,THANH CONG,2026-03-13 12:22:00
GD007952,KH02975,953000.0,THANH CONG,2026-03-13 12:52:00
GD007953,KH02809,344000.0,THANH CONG,2026-03-13 13:01:00
GD007954,KH01741,499000.0,THANH CONG,2026-03-13 13:11:00
GD007955,KH00647,714000.0,CHO XU LY,2026-03-13 13:21:00
GD007956,KH02415,149000.0,THANH CONG,2026-03-13 13:37:00
GD007957,KH02695,321000.0,THANH CONG,2026-03-13 13:51:00
GD007958,KH02087,647000.0,THANH CONG,2026-03-13 13:57:00
GD007959,KH01251,119000.0,THANH CONG,2026-03-13 14:05:00
GD007960,KH01586,885000.0,THANH CONG,2026-03-13 14:16:00
GD007961,KH00970,305000.0,THANH CONG,2026-03-13 14:37:00
GD007962,KH02801,961000.0,THANH CONG,2026-03-13 15:01:00
GD007963,KH02075,524000.0,THANH CONG,2026-03-13 15:28:00
GD007964,KH00548,169000.0,THANH CONG,2026-03-13 16:16:00
GD007965,KH00458,267000.0,THANH CONG,2026-03-13 16:18:00
GD007966,KH02289,406000.0,THANH CONG,2026-03-13 16:20:00
GD007967,KH01982,302000.0,THANH CONG,2026-03-13 16:43:00
GD007968,KH02826,114000.0,THANH CONG,2026-03-13 18:35:00
GD007969,KH00903,560000.0,THANH CONG,2026-03-13 18:47:00
GD007970,KH02541,664000.0,CHO XU LY,2026-03-13 18:53:00
GD007971,KH01933,217000.0,THANH CONG,2026-03-13 19:01:00
GD007972,KH02170,222000.0,THANH CONG,2026-03-13 19:41:00
GD007973,KH02423,103000.0,THANH CONG,2026-03-13 19:43:00
GD007974,KH02506,1747000.0,THANH CONG,2026-03-13 19:44:00
GD007975,KH00905,1354000.0,THANH CONG,2026-03-13 19:45:00
GD007976,KH01403,908000.0,THANH CONG,2026-03-13 20:14:00
GD007977,KH02655,8577000.0,THANH CONG,2026-03-13 20:18:00
GD007978,KH01759,558000.0,THANH CONG,2026-03-13 21:24:00
GD007979,KH02077,268000.0,THANH CONG,2026-03-13 22:12:00
GD007980,KH01748,927000.0,THANH CONG,2026-03-13 22:37:00
GD007981,KH02592,109000.0,THANH CONG,2026-03-13 22:53:00
GD007982,KH01209,142000.0,THANH CONG,2026-03-13 22:57:00
GD007983,KH00059,663000.0,THANH CONG,2026-03-13 23:34:00
GD007984,KH00980,279000.0,THAT BAI,2026-03-13 23:45:00
GD007985,KH01012,41000.0,THANH CONG,2026-03-14 00:14:00
GD007986,KH01944,309000.0,THANH CONG,2026-03-14 00:28:00
GD007987,KH02973,922000.0,THANH CONG,2026-03-14 01:08:00
GD007988,KH01855,943000.0,THANH CONG,2026-03-14 01:16:00
GD007989,KH02545,189000.0,THANH CONG,2026-03-14 01:26:00
GD007990,KH02647,721000.0,THANH CONG,2026-03-14 02:05:00
GD007991,KH02781,586000.0,THANH CONG,2026-03-14 02:12:00
GD007992,KH02547,1678000.0,THANH CONG,2026-03-14 02:35:00
GD007993,KH00039,491000.0,THAT BAI,2026-03-14 02:51:00
GD007994,KH02005,1429000.0,THANH CONG,2026-03-14 03:08:00
GD007995,KH01789,1402000.0,THAT BAI,2026-03-14 03:34:00
GD007996,KH00984,267000.0,THANH CONG,2026-03-14 03:47:00
GD007997,KH00614,373000.0,THANH CONG,2026-03-14 04:12:00
GD007998,KH00995,1235000.0,THANH CONG,2026-03-14 04:34:00
GD007999,KH01261,373000.0,THANH CONG,2026-03-14 04:48:00
GD008000,KH01536,374000.0,THANH CONG,2026-03-14 04:50:00
GD008001,KH02781,1178000.0,THANH CONG,2026-03-14 05:12:00
GD008002,KH00019,669000.0,THAT BAI,2026-03-14 05:13:00
GD008003,KH01612,194000.0,THANH CONG,2026-03-14 05:14:00
GD008004,KH02043,336000.0,THANH CONG,2026-03-14 05:43:00
GD008005,KH00943,436000.0,THANH CONG,2026-03-14 05:59:00
GD008006,KH01857,1277000.0,THANH CONG,2026-03-14 06:29:00
GD008007,KH02052,880000.0,THANH CONG,2026-03-14 06:32:00
GD008008,KH01315,500000.0,THANH CONG,2026-03-14 06:54:00
GD008009,KH00275,208000.0,THANH CONG,2026-03-14 07:30:00
GD008010,KH00629,1069000.0,THANH CONG,2026-03-14 07:32:00
GD008011,KH02569,458000.0,THAT BAI,2026-03-14 07:37:00
GD008012,KH00371,365000.0,THAT BAI,2026-03-14 08:00:00
GD008013,KH02993,2106000.0,THAT BAI,2026-03-14 08:12:00
GD008014,KH02612,478000.0,THANH CONG,2026-03-14 08:19:00
GD008015,KH01496,960000.0,CHO XU LY,2026-03-14 08:24:00
GD008016,KH00667,848000.0,THANH CONG,2026-03-14 08:33:00
GD008017,KH02893,149000.0,THANH CONG,2026-03-14 08:37:00
GD008018,KH02764,341000.0,THANH CONG,2026-03-14 09:00:00
GD008019,KH00956,122000.0,THANH CONG,2026-03-14 09:10:00
GD008020,KH00422,901000.0,THANH CONG,2026-03-14 09:19:00
GD008021,KH00446,436000.0,THANH CONG,2026-03-14 09:20:00
GD008022,KH00579,1056000.0,THANH CONG,2026-03-14 09:48:00
GD008023,KH02161,470000.0,THAT BAI,2026-03-14 09:49:00
GD008024,KH01590,190000.0,THAT BAI,2026-03-14 10:02:00
GD008025,KH00732,488000.0,THANH CONG,2026-03-14 10:07:00
GD008026,KH01180,2345000.0,THANH CONG,2026-03-14 10:28:00
GD008027,KH02863,58000.0,THANH CONG,2026-03-14 10:56:00
GD008028,KH02232,695000.0,THANH CONG,2026-03-14 11:01:00
GD008029,KH00069,637000.0,THANH CONG,2026-03-14 11:18:00
GD008030,KH00731,352000.0,THANH CONG,2026-03-14 11:25:00
GD008031,KH02491,231000.0,THANH CONG,2026-03-14 11:25:00
GD008032,KH00881,608000.0,THANH CONG,2026-03-14 11:30:00
GD008033,KH02224,869000.0,THANH CONG,2026-03-14 11:34:00
GD008034,KH01345,153000.0,THANH CONG,2026-03-14 11:39:00
GD008035,KH00091,365000.0,THANH CONG,2026-03-14 11:59:00
GD008036,KH00958,712000.0,CHO XU LY,2026-03-14 12:09:00
GD008037,KH01817,1773000.0,THANH CONG,2026-03-14 12:27:00
GD008038,KH01111,63000.0,THANH CONG,2026-03-14 12:48:00
GD008039,KH02672,805000.0,THAT BAI,2026-03-14 13:06:00
GD008040,KH00370,1169000.0,CHO XU LY,2026-03-14 13:37:00
GD008041,KH00988,557000.0,THANH CONG,2026-03-14 13:49:00
GD008042,KH01604,793000.0,THANH CONG,2026-03-14 14:07:00
GD008043,KH02853,278000.0,THANH CONG,2026-03-14 14:28:00
GD008044,KH02396,1099000.0,THANH CONG,2026-03-14 14:37:00
GD008045,KH01355,408000.0,THAT BAI,2026-03-14 14:46:00
GD008046,KH02645,209000.0,CHO XU LY,2026-03-14 15:28:00
GD008047,KH02690,437000.0,THANH CONG,2026-03-14 15:36:00
GD008048,KH02153,466000.0,THANH CONG,2026-03-14 16:14:00
GD008049,KH00267,919000.0,THAT BAI,2026-03-14 16:24:00
GD008050,KH02338,338000.0,THANH CONG,2026-03-14 16:47:00
GD008051,KH02158,398000.0,THANH CONG,2026-03-14 16:52:00
GD008052,KH01335,617000.0,THANH CONG,2026-03-14 17:18:00
GD008053,KH02360,476000.0,THANH CONG,2026-03-14 17:31:00
GD008054,KH00602,765000.0,THANH CONG,2026-03-14 17:35:00
GD008055,KH00511,264000.0,CHO XU LY,2026-03-14 17:55:00
GD008056,KH00731,318000.0,THANH CONG,2026-03-14 18:28:00
GD008057,KH00352,200000.0,THANH CONG,2026-03-14 18:29:00
GD008058,KH02396,356000.0,THANH CONG,2026-03-14 19:05:00
GD008059,KH00943,160000.0,THANH CONG,2026-03-14 19:25:00
GD008060,KH02623,1086000.0,THANH CONG,2026-03-14 19:45:00
GD008061,KH00036,57000.0,THANH CONG,2026-03-14 20:02:00
GD008062,KH01392,93000.0,THANH CONG,2026-03-14 20:12:00
GD008063,KH00655,95000.0,CHO XU LY,2026-03-14 20:16:00
GD008064,KH00381,1496000.0,THANH CONG,2026-03-14 20:17:00
GD008065,KH02843,1657000.0,THANH CONG,2026-03-14 20:22:00
GD008066,KH00652,270000.0,THANH CONG,2026-03-14 20:37:00
GD008067,KH01548,328000.0,THANH CONG,2026-03-14 20:53:00
GD008068,KH01105,237000.0,THANH CONG,2026-03-14 21:14:00
GD008069,KH02383,1392000.0,THANH CONG,2026-03-14 21:14:00
GD008070,KH00784,444000.0,CHO XU LY,2026-03-14 21:48:00
GD008071,KH02612,133000.0,THAT BAI,2026-03-14 21:53:00
GD008072,KH01482,185000.0,THANH CONG,2026-03-14 21:56:00
GD008073,KH02423,1091000.0,THANH CONG,2026-03-14 21:58:00
GD008074,KH00922,518000.0,THANH CONG,2026-03-14 22:10:00
GD008075,KH01792,361000.0,THAT BAI,2026-03-14 22:13:00
GD008076,KH01260,93000.0,THANH CONG,2026-03-14 22:20:00
GD008077,KH01622,1124000.0,THANH CONG,2026-03-14 22:26:00
GD008078,KH02629,496000.0,CHO XU LY,2026-03-14 22:45:00
GD008079,KH01948,400000.0,THANH CONG,2026-03-14 22:56:00
GD008080,KH02215,330000.0,THAT BAI,2026-03-14 23:21:00
GD008081,KH02966,247000.0,THANH CONG,2026-03-14 23:28:00
GD008082,KH02330,1881000.0,THANH CONG,2026-03-14 23:47:00
GD008083,KH00333,740000.0,THANH CONG,2026-03-15 00:03:00
GD008084,KH02940,253000.0,THANH CONG,2026-03-15 00:05:00
GD008085,KH02826,4907000.0,THANH CONG,2026-03-15 00:07:00
GD008086,KH01310,94000.0,CHO XU LY,2026-03-15 00:12:00
GD008087,KH00185,2502000.0,THANH CONG,2026-03-15 00:15:00
GD008088,KH01898,1089000.0,THANH CONG,2026-03-15 00:50:00
GD008089,KH02515,94000.0,THANH CONG,2026-03-15 01:01:00
GD008090,KH01140,324000.0,CHO XU LY,2026-03-15 01:14:00
GD008091,KH02615,167000.0,THANH CONG,2026-03-15 01:51:00
GD008092,KH00377,833000.0,THANH CONG,2026-03-15 01:55:00
GD008093,KH01336,520000.0,THANH CONG,2026-03-15 01:58:00
GD008094,KH01530,404000.0,THANH CONG,2026-03-15 02:33:00
GD008095,KH00017,1529000.0,THANH CONG,2026-03-15 02:40:00
GD008096,KH02404,103000.0,THANH CONG,2026-03-15 02:43:00
GD008097,KH02246,300000.0,THANH CONG,2026-03-15 02:47:00
GD008098,KH01198,203000.0,THANH CONG,2026-03-15 02:57:00
GD008099,KH02475,1209000.0,THANH CONG,2026-03-15 03:55:00
GD008100,KH01773,478000.0,CHO XU LY,2026-03-15 04:10:00
GD008101,KH00901,401000.0,CHO XU LY,2026-03-15 04:34:00
GD008102,KH00149,181000.0,THANH CONG,2026-03-15 04:40:00
GD008103,KH02604,2362000.0,CHO XU LY,2026-03-15 04:41:00
GD008104,KH01329,823000.0,THANH CONG,2026-03-15 04:54:00
GD008105,KH01856,333000.0,THANH CONG,2026-03-15 05:04:00
GD008106,KH02206,170000.0,THANH CONG,2026-03-15 05:05:00
GD008107,KH02017,311000.0,THANH CONG,2026-03-15 05:35:00
GD008108,KH01201,278000.0,THANH CONG,2026-03-15 05:48:00
GD008109,KH01928,1520000.0,THANH CONG,2026-03-15 06:21:00
GD008110,KH02865,921000.0,THANH CONG,2026-03-15 06:31:00
GD008111,KH00692,1105000.0,THANH CONG,2026-03-15 07:11:00
GD008112,KH02057,878000.0,THANH CONG,2026-03-15 07:34:00
GD008113,KH02736,230000.0,THANH CONG,2026-03-15 07:38:00
GD008114,KH00092,114000.0,THANH CONG,2026-03-15 07:39:00
GD008115,KH01327,849000.0,THANH CONG,2026-03-15 07:46:00
GD008116,KH01703,2812000.0,THANH CONG,2026-03-15 08:42:00
GD008117,KH02391,431000.0,THANH CONG,2026-03-15 08:49:00
GD008118,KH01871,151000.0,THANH CONG,2026-03-15 08:55:00
GD008119,KH02831,456000.0,CHO XU LY,2026-03-15 09:09:00
GD008120,KH01392,2270000.0,THANH CONG,2026-03-15 09:11:00
GD008121,KH00843,289000.0,THAT BAI,2026-03-15 09:17:00
GD008122,KH01692,627000.0,THANH CONG,2026-03-15 10:02:00
GD008123,KH02135,315000.0,THANH CONG,2026-03-15 10:08:00
GD008124,KH02256,1156000.0,THANH CONG,2026-03-15 10:08:00
GD008125,KH02103,37000.0,THAT BAI,2026-03-15 11:01:00
GD008126,KH02733,140000.0,THANH CONG,2026-03-15 11:13:00
GD008127,KH02814,239000.0,THANH CONG,2026-03-15 11:13:00
GD008128,KH01790,199000.0,THANH CONG,2026-03-15 11:21:00
GD008129,KH00844,411000.0,THANH CONG,2026-03-15 11:23:00
GD008130,KH00750,1517000.0,THANH CONG,2026-03-15 11:27:00
GD008131,KH00586,267000.0,THANH CONG,2026-03-15 11:34:00
GD008132,KH01775,210000.0,THANH CONG,2026-03-15 11:34:00
GD008133,KH00914,612000.0,THANH CONG,2026-03-15 11:41:00
GD008134,KH00548,54000.0,THANH CONG,2026-03-15 11:45:00
GD008135,KH01440,344000.0,THANH CONG,2026-03-15 12:00:00
GD008136,KH00342,896000.0,THANH CONG,2026-03-15 12:15:00
GD008137,KH01037,210000.0,THANH CONG,2026-03-15 12:15:00
GD008138,KH00518,106000.0,THANH CONG,2026-03-15 12:17:00
GD008139,KH02097,794000.0,THANH CONG,2026-03-15 12:40:00
GD008140,KH00661,1063000.0,THANH CONG,2026-03-15 12:42:00
GD008141,KH02068,50000.0,THANH CONG,2026-03-15 12:44:00
GD008142,KH00502,1089000.0,THANH CONG,2026-03-15 12:49:00
GD008143,KH01667,592000.0,THANH CONG,2026-03-15 12:54:00
GD008144,KH02421,444000.0,THANH CONG,2026-03-15 12:54:00
GD008145,KH01559,959000.0,THANH CONG,2026-03-15 12:55:00
GD008146,KH02982,277000.0,CHO XU LY,2026-03-15 12:58:00
GD008147,KH02069,137000.0,THANH CONG,2026-03-15 13:00:00
GD008148,KH00880,749000.0,THANH CONG,2026-03-15 13:22:00
GD008149,KH01518,541000.0,THANH CONG,2026-03-15 13:31:00
GD008150,KH02180,197000.0,THANH CONG,2026-03-15 13:32:00
GD008151,KH01141,59000.0,CHO XU LY,2026-03-15 13:42:00
GD008152,KH00388,348000.0,THANH CONG,2026-03-15 13:52:00
GD008153,KH02522,252000.0,THANH CONG,2026-03-15 14:19:00
GD008154,KH02214,971000.0,THANH CONG,2026-03-15 14:31:00
GD008155,KH00029,532000.0,THANH CONG,2026-03-15 14:33:00
GD008156,KH01050,1436000.0,THANH CONG,2026-03-15 14:33:00
GD008157,KH02524,253000.0,THANH CONG,2026-03-15 14:38:00
GD008158,KH00360,279000.0,THANH CONG,2026-03-15 14:39:00
GD008159,KH01724,619000.0,THANH CONG,2026-03-15 14:49:00
GD008160,KH00632,608000.0,THANH CONG,2026-03-15 14:59:00
GD008161,KH01229,191000.0,THANH CONG,2026-03-15 15:02:00
GD008162,KH01440,540000.0,THANH CONG,2026-03-15 15:13:00
GD008163,KH00309,342000.0,THANH CONG,2026-03-15 15:32:00
GD008164,KH02613,3030000.0,THANH CONG,2026-03-15 15:34:00
GD008165,KH02184,319000.0,THANH CONG,2026-03-15 15:49:00
GD008166,KH02087,260000.0,THANH CONG,2026-03-15 15:59:00
GD008167,KH02479,97000.0,THANH CONG,2026-03-15 16:16:00
GD008168,KH02764,2647000.0,THANH CONG,2026-03-15 17:35:00
GD008169,KH02511,1172000.0,CHO XU LY,2026-03-15 17:41:00
GD008170,KH00700,274000.0,THANH CONG,2026-03-15 17:47:00
GD008171,KH02500,854000.0,THANH CONG,2026-03-15 18:02:00
GD008172,KH00752,599000.0,THANH CONG,2026-03-15 18:12:00
GD008173,KH01002,294000.0,THANH CONG,2026-03-15 18:31:00
GD008174,KH01381,323000.0,THANH CONG,2026-03-15 18:38:00
GD008175,KH00442,360000.0,THANH CONG,2026-03-15 19:00:00
GD008176,KH00082,103000.0,THANH CONG,2026-03-15 19:09:00
GD008177,KH02356,288000.0,THANH CONG,2026-03-15 19:21:00
GD008178,KH00956,630000.0,THANH CONG,2026-03-15 19:48:00
GD008179,KH00291,624000.0,THANH CONG,2026-03-15 20:13:00
GD008180,KH02210,2566000.0,THANH CONG,2026-03-15 20:14:00
GD008181,KH02695,918000.0,THANH CONG,2026-03-15 20:17:00
GD008182,KH02726,249000.0,THANH CONG,2026-03-15 20:28:00
GD008183,KH01141,42000.0,THANH CONG,2026-03-15 20:31:00
GD008184,KH02498,660000.0,THANH CONG,2026-03-15 20:32:00
GD008185,KH00949,520000.0,CHO XU LY,2026-03-15 20:47:00
GD008186,KH01307,1369000.0,THANH CONG,2026-03-15 20:54:00
GD008187,KH01039,172000.0,THANH CONG,2026-03-15 20:56:00
GD008188,KH00376,930000.0,THANH CONG,2026-03-15 21:18:00
GD008189,KH02192,402000.0,THAT BAI,2026-03-15 22:13:00
GD008190,KH00104,389000.0,THANH CONG,2026-03-15 22:16:00
GD008191,KH02188,103000.0,THANH CONG,2026-03-15 22:22:00
GD008192,KH01093,466000.0,THANH CONG,2026-03-15 22:37:00
GD008193,KH00302,516000.0,THANH CONG,2026-03-15 22:37:00
GD008194,KH02430,2126000.0,THAT BAI,2026-03-15 22:39:00
GD008195,KH00916,95000.0,THANH CONG,2026-03-15 23:01:00
GD008196,KH02896,523000.0,THANH CONG,2026-03-15 23:08:00
GD008197,KH01811,694000.0,THANH CONG,2026-03-15 23:32:00
GD008198,KH01967,851000.0,THAT BAI,2026-03-15 23:34:00
GD008199,KH02540,471000.0,THANH CONG,2026-03-16 00:27:00
GD008200,KH00524,183000.0,THANH CONG,2026-03-16 00:45:00
GD008201,KH00056,973000.0,THANH CONG,2026-03-16 00:49:00
GD008202,KH00533,679000.0,THANH CONG,2026-03-16 00:53:00
GD008203,KH02962,238000.0,THANH CONG,2026-03-16 01:05:00
GD008204,KH00660,389000.0,THANH CONG,2026-03-16 01:14:00
GD008205,KH01844,232000.0,THANH CONG,2026-03-16 01:22:00
GD008206,KH01585,396000.0,THANH CONG,2026-03-16 01:25:00
GD008207,KH01662,421000.0,THAT BAI,2026-03-16 01:32:00
GD008208,KH00664,1389000.0,THANH CONG,2026-03-16 02:53:00
GD008209,KH01999,192000.0,THANH CONG,2026-03-16 03:05:00
GD008210,KH01828,570000.0,THANH CONG,2026-03-16 03:11:00
GD008211,KH01739,2808000.0,THANH CONG,2026-03-16 03:54:00
GD008212,KH01665,1374000.0,THANH CONG,2026-03-16 04:04:00
GD008213,KH00045,255000.0,THANH CONG,2026-03-16 04:26:00
GD008214,KH01048,320000.0,THAT BAI,2026-03-16 04:41:00
GD008215,KH00567,142000.0,CHO XU LY,2026-03-16 04:46:00
GD008216,KH02353,663000.0,CHO XU LY,2026-03-16 04:56:00
GD008217,KH02289,167000.0,THANH CONG,2026-03-16 05:04:00
GD008218,KH01253,217000.0,THANH CONG,2026-03-16 05:09:00
GD008219,KH02826,80000.0,THANH CONG,2026-03-16 05:21:00
GD008220,KH01369,190000.0,CHO XU LY,2026-03-16 05:51:00
GD008221,KH02151,84000.0,THANH CONG,2026-03-16 05:58:00
GD008222,KH00303,1043000.0,THANH CONG,2026-03-16 05:58:00
GD008223,KH02562,250000.0,THANH CONG,2026-03-16 06:31:00
GD008224,KH01992,399000.0,THAT BAI,2026-03-16 07:02:00
GD008225,KH01495,1619000.0,THANH CONG,2026-03-16 07:05:00
GD008226,KH01488,480000.0,THANH CONG,2026-03-16 07:16:00
GD008227,KH01386,2536000.0,CHO XU LY,2026-03-16 07:25:00
GD008228,KH01741,586000.0,THANH CONG,2026-03-16 07:31:00
GD008229,KH01266,582000.0,THAT BAI,2026-03-16 07:44:00
GD008230,KH02827,431000.0,THANH CONG,2026-03-16 07:49:00
GD008231,KH02975,296000.0,THANH CONG,2026-03-16 07:50:00
GD008232,KH02529,1007000.0,THANH CONG,2026-03-16 08:04:00
GD008233,KH01634,151000.0,THANH CONG,2026-03-16 08:14:00
GD008234,KH00195,563000.0,THANH CONG,2026-03-16 08:19:00
GD008235,KH02162,46000.0,THANH CONG,2026-03-16 08:48:00
GD008236,KH00606,709000.0,THANH CONG,2026-03-16 08:58:00
GD008237,KH00300,6044000.0,THAT BAI,2026-03-16 09:03:00
GD008238,KH01898,730000.0,THANH CONG,2026-03-16 09:04:00
GD008239,KH01142,215000.0,CHO XU LY,2026-03-16 09:15:00
GD008240,KH01665,567000.0,THANH CONG,2026-03-16 09:20:00
