ma_kh,tuoi,thu_nhap,chi_tieu,nghe_nghiep,thanh_pho,so_don_hang,diem_chi_tieu
KH09778,31.0,13.5,10.1,giao_vien,TP HCM,3,86.0
KH09779,20.0,7.6,4.4,giao_vien,TP HCM,2,59.0
KH09780,18.0,22.6,14.6,ky_su,TP HCM,9,73.0
KH09781,35.0,22.5,14.1,ky_su,Hai Phong,4,68.0
KH09782,29.0,47.7,29.6,kinh_doanh,TP HCM,10,53.0
KH09783,47.0,14.7,6.9,giao_vien,Ha Noi,1,39.0
KH09784,60.0,5.9,1.7,sinh_vien,Ha Noi,0,33.0
KH09785,56.0,17.5,8.8,kinh_doanh,TP HCM,4,52.0
KH09786,54.0,17.2,12.2,ky_su,Ha Noi,3,72.0
KH09787,18.0,39.0,16.2,kinh_doanh,TP HCM,3,41.0
KH09788,27.0,8.1,2.5,sinh_vien,TP HCM,0,36.0
KH09789,18.0,12.9,6.8,giao_vien,Hai Phong,2,56.0
KH09790,42.0,12.3,7.8,bac_si,Hai Phong,3,68.0
KH09791,30.0,12.3,6.0,giao_vien,Ha Noi,0,56.0
KH09792,50.0,21.9,11.8,kinh_doanh,TP HCM,2,48.0
KH09793,39.0,33.1,24.0,kinh_doanh,Da Nang,6,65.0
KH09794,34.0,18.6,9.1,nhan_vien,Hai Phong,0,56.0
KH09795,43.0,4.8,3.2,sinh_vien,Ha Noi,1,68.0
KH09796,48.0,5.1,3.3,sinh_vien,Hai Phong,1,62.0
KH09797,25.0,14.7,9.9,ky_su,TP HCM,6,67.0
KH09798,32.0,12.4,6.9,nhan_vien,TP HCM,0,62.0
KH09799,52.0,4.0,3.2,nhan_vien,TP HCM,2,95.0
KH09800,37.0,33.5,19.9,ky_su,Ha Noi,7,59.0
KH09801,54.0,19.4,10.3,kinh_doanh,Ha Noi,3,45.0
KH09802,57.0,26.4,13.5,nhan_vien,TP HCM,2,59.0
KH09803,30.0,18.5,5.5,nhan_vien,TP HCM,1,31.0
KH09804,32.0,11.9,5.0,nhan_vien,TP HCM,2,36.0
KH09805,50.0,39.5,25.7,nhan_vien,Ha Noi,6,55.0
KH09806,45.0,38.0,14.7,kinh_doanh,Can Tho,2,34.0
KH09807,34.0,17.3,17.5,ky_su,Ha Noi,3,89.0
KH09808,48.0,23.9,10.3,kinh_doanh,TP HCM,0,36.0
KH09809,27.0,7.6,2.3,sinh_vien,Hai Phong,3,36.0
KH09810,35.0,16.0,13.0,kinh_doanh,Hai Phong,2,70.0
KH09811,55.0,5.9,4.3,nhan_vien,Hai Phong,0,86.0
KH09812,37.0,40.5,20.4,kinh_doanh,TP HCM,9,56.0
KH09813,48.0,4.4,4.5,sinh_vien,Ha Noi,0,100.0
KH09814,43.0,8.8,7.3,giao_vien,TP HCM,4,93.0
KH09815,35.0,20.2,10.1,giao_vien,Hai Phong,4,59.0
KH09816,42.0,33.3,13.7,ky_su,TP HCM,5,46.0
KH09817,45.0,19.6,16.2,kinh_doanh,Ha Noi,2,73.0
KH09818,42.0,10.6,6.5,nhan_vien,TP HCM,0,70.0
KH09819,47.0,22.5,16.1,ky_su,Can Tho,6,59.0
KH09820,40.0,13.9,10.4,nhan_vien,TP HCM,6,77.0
KH09821,51.0,12.8,5.6,ky_su,TP HCM,3,42.0
KH09822,54.0,9.2,5.9,nhan_vien,TP HCM,3,64.0
KH09823,36.0,18.3,9.5,nhan_vien,TP HCM,3,44.0
KH09824,21.0,20.4,10.6,ky_su,TP HCM,0,49.0
KH09825,44.0,28.5,15.7,kinh_doanh,Ha Noi,4,64.0
KH09826,34.0,19.9,15.1,kinh_doanh,TP HCM,7,64.0
KH09827,23.0,22.2,13.6,bac_si,Da Nang,8,53.0
KH09828,43.0,19.8,12.9,giao_vien,Da Nang,1,70.0
KH09829,18.0,12.3,5.1,nhan_vien,Ha Noi,5,33.0
KH09830,36.0,94.9,56.5,kinh_doanh,TP HCM,13,57.0
KH09831,47.0,13.9,7.0,nhan_vien,Hai Phong,5,44.0
KH09832,27.0,13.6,5.3,giao_vien,Hai Phong,3,37.0
KH09833,20.0,20.7,9.1,nhan_vien,Hai Phong,3,42.0
KH09834,31.0,24.8,9.3,bac_si,Ha Noi,2,38.0
KH09835,37.0,11.1,2.7,ky_su,TP HCM,1,26.0
KH09836,42.0,11.2,2.8,giao_vien,Ha Noi,0,20.0
KH09837,25.0,27.7,14.5,ky_su,Hai Phong,5,45.0
KH09838,21.0,13.4,10.0,giao_vien,TP HCM,1,84.0
KH09839,43.0,30.0,14.9,nhan_vien,Ha Noi,6,51.0
KH09840,29.0,20.9,18.5,ky_su,Ha Noi,7,77.0
KH09841,18.0,6.0,3.1,nhan_vien,Ha Noi,1,50.0
KH09842,36.0,18.9,14.4,nhan_vien,Can Tho,4,68.0
KH09843,37.0,10.9,9.0,nhan_vien,Can Tho,3,68.0
KH09844,39.0,19.2,14.0,nhan_vien,Ha Noi,2,83.0
KH09845,63.0,3.0,3.1,sinh_vien,TP HCM,0,88.0
KH09846,19.0,27.5,20.6,bac_si,Hai Phong,9,65.0
KH09847,30.0,13.1,10.6,nhan_vien,Ha Noi,5,86.0
KH09848,48.0,11.6,5.3,nhan_vien,TP HCM,1,51.0
KH09849,28.0,9.7,5.7,nhan_vien,TP HCM,0,64.0
KH09850,21.0,17.2,10.6,kinh_doanh,TP HCM,2,59.0
KH09851,37.0,35.8,25.6,bac_si,TP HCM,8,74.0
KH09852,41.0,27.8,22.7,nhan_vien,Can Tho,1,89.0
KH09853,24.0,36.0,26.9,bac_si,Ha Noi,8,60.0
KH09854,27.0,18.3,10.7,giao_vien,Ha Noi,2,50.0
KH09855,46.0,8.2,6.3,nhan_vien,TP HCM,4,66.0
KH09856,38.0,12.9,8.1,ky_su,Can Tho,0,59.0
KH09857,41.0,17.7,9.3,kinh_doanh,Hai Phong,3,57.0
KH09858,34.0,24.4,14.8,ky_su,TP HCM,5,55.0
KH09859,44.0,5.2,2.0,sinh_vien,Da Nang,0,37.0
KH09860,23.0,72.5,37.5,bac_si,Ha Noi,10,62.0
KH09861,43.0,15.6,3.2,bac_si,Ha Noi,0,23.0
KH09862,43.0,24.3,10.7,kinh_doanh,TP HCM,2,45.0
KH09863,37.0,23.9,8.4,nhan_vien,Ha Noi,2,39.0
KH09864,30.0,23.5,15.5,nhan_vien,Ha Noi,4,69.0
KH09865,32.0,9.2,8.1,giao_vien,Ha Noi,2,80.0
KH09866,21.0,50.3,41.4,bac_si,Can Tho,11,97.0
KH09867,19.0,25.7,18.4,ky_su,Ha Noi,4,77.0
KH09868,32.0,38.1,24.5,ky_su,TP HCM,3,62.0
KH09869,55.0,19.2,12.2,nhan_vien,Can Tho,4,59.0
KH09870,48.0,9.9,2.5,nhan_vien,TP HCM,0,28.0
KH09871,41.0,13.7,9.6,nhan_vien,Hai Phong,2,76.0
KH09872,18.0,9.7,8.7,giao_vien,Can Tho,2,100.0
KH09873,31.0,4.4,3.3,sinh_vien,Da Nang,0,88.0
KH09874,40.0,14.5,9.9,ky_su,Ha Noi,4,72.0
KH09875,21.0,16.4,9.8,kinh_doanh,Hai Phong,0,63.0
KH09876,37.0,36.7,22.7,nhan_vien,Ha Noi,4,62.0
KH09877,58.0,36.1,14.7,kinh_doanh,TP HCM,4,42.0
KH09878,35.0,26.4,15.4,ky_su,Ha Noi,2,55.0
KH09879,18.0,12.7,4.7,nhan_vien,Da Nang,0,31.0
KH09880,33.0,18.1,13.9,ky_su,Da Nang,2,80.0
KH09881,30.0,10.2,7.8,kinh_doanh,TP HCM,0,73.0
KH09882,38.0,14.2,6.2,nhan_vien,Da Nang,6,37.0
KH09883,45.0,6.3,3.6,giao_vien,Ha Noi,2,50.0
KH09884,18.0,8.2,6.0,sinh_vien,Da Nang,1,65.0
KH09885,41.0,18.5,9.7,ky_su,Ha Noi,3,45.0
KH09886,41.0,41.2,19.5,kinh_doanh,Hai Phong,5,55.0
KH09887,25.0,14.4,5.4,giao_vien,Da Nang,2,33.0
KH09888,28.0,12.5,11.4,sinh_vien,TP HCM,5,87.0
KH09889,47.0,16.8,9.3,ky_su,TP HCM,4,59.0
KH09890,26.0,8.4,5.8,nhan_vien,Ha Noi,2,78.0
KH09891,26.0,34.5,11.7,bac_si,Hai Phong,0,41.0
KH09892,49.0,31.1,23.9,giao_vien,Ha Noi,7,71.0
KH09893,27.0,14.5,5.4,giao_vien,TP HCM,1,42.0
KH09894,28.0,30.6,23.8,ky_su,TP HCM,3,89.0
KH09895,33.0,14.6,10.7,ky_su,TP HCM,3,86.0
KH09896,40.0,11.1,10.0,nhan_vien,TP HCM,2,100.0
KH09897,28.0,10.2,5.9,giao_vien,Hai Phong,1,56.0
KH09898,32.0,31.2,16.1,bac_si,TP HCM,6,52.0
KH09899,24.0,26.1,7.1,bac_si,Ha Noi,2,29.0
KH09900,44.0,37.4,20.8,bac_si,TP HCM,8,54.0
KH09901,28.0,31.0,19.6,nhan_vien,TP HCM,1,56.0
KH09902,25.0,13.2,6.0,giao_vien,TP HCM,0,53.0
KH09903,49.0,4.0,0.5,nhan_vien,Can Tho,1,13.0
KH09904,39.0,23.6,5.5,ky_su,Ha Noi,3,28.0
KH09905,47.0,21.6,18.2,giao_vien,TP HCM,2,81.0
KH09906,37.0,6.9,2.9,sinh_vien,Can Tho,1,50.0
KH09907,38.0,46.6,33.0,nhan_vien,Da Nang,9,72.0
KH09908,28.0,17.9,12.1,nhan_vien,Hai Phong,5,80.0
KH09909,23.0,19.5,14.3,giao_vien,Ha Noi,2,71.0
KH09910,54.0,20.3,14.9,nhan_vien,TP HCM,4,77.0
KH09911,34.0,7.7,7.9,nhan_vien,Ha Noi,2,96.0
KH09912,25.0,26.5,19.3,giao_vien,TP HCM,2,82.0
KH09913,36.0,11.1,5.1,nhan_vien,Can Tho,2,55.0
KH09914,47.0,11.0,4.9,nhan_vien,Ha Noi,0,39.0
KH09915,26.0,18.6,11.8,ky_su,Ha Noi,6,59.0
KH09916,25.0,30.8,27.0,ky_su,TP HCM,6,99.0
KH09917,18.0,15.5,9.8,kinh_doanh,TP HCM,3,69.0
KH09918,42.0,8.5,3.0,giao_vien,TP HCM,0,42.0
KH09919,43.0,31.4,15.0,kinh_doanh,TP HCM,2,39.0
KH09920,49.0,36.1,23.6,bac_si,Da Nang,4,72.0
KH09921,35.0,17.0,13.6,ky_su,TP HCM,5,76.0
KH09922,18.0,22.1,14.8,ky_su,TP HCM,3,61.0
KH09923,55.0,12.3,9.0,nhan_vien,Ha Noi,4,88.0
KH09924,46.0,73.5,30.0,kinh_doanh,Ha Noi,10,35.0
KH09925,32.0,18.6,12.2,kinh_doanh,TP HCM,8,61.0
KH09926,39.0,23.1,14.4,nhan_vien,Ha Noi,4,68.0
KH09927,28.0,5.8,4.2,sinh_vien,TP HCM,4,77.0
KH09928,44.0,11.0,3.3,nhan_vien,Da Nang,3,29.0
KH09929,44.0,23.0,12.8,giao_vien,TP HCM,2,47.0
KH09930,36.0,8.2,7.8,nhan_vien,TP HCM,6,86.0
KH09931,57.0,1.2,0.5,sinh_vien,Hai Phong,0,37.0
KH09932,36.0,35.6,22.6,kinh_doanh,Ha Noi,5,58.0
KH09933,47.0,9.0,5.0,nhan_vien,TP HCM,1,48.0
KH09934,59.0,26.9,16.8,nhan_vien,Can Tho,5,60.0
KH09935,31.0,5.8,5.0,giao_vien,Hai Phong,1,82.0
KH09936,49.0,9.9,8.1,nhan_vien,Ha Noi,1,80.0
KH09937,48.0,7.2,6.8,nhan_vien,Da Nang,3,95.0
KH09938,42.0,15.8,12.5,giao_vien,Ha Noi,3,64.0
KH09939,43.0,12.6,7.4,nhan_vien,Can Tho,0,61.0
KH09940,40.0,18.3,10.2,ky_su,TP HCM,1,62.0
KH09941,49.0,4.3,2.8,sinh_vien,Can Tho,0,69.0
KH09942,26.0,16.7,11.2,nhan_vien,TP HCM,2,60.0
KH09943,20.0,20.0,11.5,nhan_vien,Ha Noi,0,69.0
KH09944,25.0,29.2,15.3,bac_si,TP HCM,2,53.0
KH09945,29.0,3.9,4.1,sinh_vien,Ha Noi,1,93.0
KH09946,22.0,30.9,12.2,kinh_doanh,Da Nang,2,39.0
KH09947,34.0,14.4,10.8,ky_su,Da Nang,5,71.0
KH09948,39.0,26.3,11.0,nhan_vien,TP HCM,3,42.0
KH09949,24.0,10.6,8.3,giao_vien,TP HCM,2,90.0
KH09950,50.0,86.3,58.5,ky_su,Ha Noi,12,55.0
KH09951,51.0,3.3,1.2,sinh_vien,TP HCM,0,30.0
KH09952,38.0,11.2,6.1,ky_su,Da Nang,0,63.0
KH09953,31.0,29.2,12.0,ky_su,Ha Noi,4,49.0
KH09954,48.0,44.1,21.0,nhan_vien,Da Nang,3,46.0
KH09955,43.0,10.0,6.7,nhan_vien,TP HCM,4,57.0
KH09956,27.0,9.3,8.8,nhan_vien,TP HCM,2,83.0
KH09957,23.0,11.0,10.0,giao_vien,Ha Noi,1,80.0
KH09958,49.0,8.3,4.4,nhan_vien,TP HCM,0,46.0
KH09959,56.0,9.4,4.3,nhan_vien,Da Nang,0,40.0
KH09960,38.0,10.6,7.6,ky_su,TP HCM,2,85.0
KH09961,18.0,17.8,14.2,nhan_vien,Ha Noi,1,72.0
KH09962,28.0,7.4,1.5,sinh_vien,TP HCM,2,19.0
KH09963,44.0,18.1,10.7,nhan_vien,TP HCM,2,56.0
KH09964,43.0,15.1,9.5,ky_su,TP HCM,4,61.0
KH09965,38.0,33.2,12.4,ky_su,TP HCM,2,40.0
KH09966,45.0,27.9,16.8,ky_su,Hai Phong,6,71.0
KH09967,48.0,18.9,14.8,kinh_doanh,Hai Phong,4,65.0
KH09968,32.0,26.3,15.3,ky_su,Da Nang,4,64.0
KH09969,49.0,15.1,11.1,nhan_vien,Da Nang,3,78.0
KH09970,18.0,29.5,20.8,kinh_doanh,Can Tho,10,65.0
KH09971,40.0,25.1,13.6,ky_su,Ha Noi,5,44.0
KH09972,48.0,23.8,7.7,ky_su,Can Tho,4,31.0
KH09973,51.0,25.4,21.0,bac_si,Can Tho,5,87.0
KH09974,44.0,9.8,6.7,ky_su,Can Tho,0,63.0
KH09975,61.0,8.5,6.7,nhan_vien,TP HCM,2,70.0
KH09976,50.0,12.0,6.5,ky_su,Da Nang,3,46.0
KH09977,26.0,21.2,12.6,kinh_doanh,Ha Noi,1,58.0
KH09978,35.0,19.2,7.0,giao_vien,TP HCM,2,30.0
KH09979,27.0,15.0,8.2,ky_su,Ha Noi,3,50.0
KH09980,48.0,28.1,20.7,kinh_doanh,Hai Phong,5,85.0
KH09981,28.0,42.6,23.7,ky_su,Can Tho,10,53.0
KH09982,32.0,19.2,13.6,ky_su,Da Nang,2,78.0
KH09983,36.0,13.0,5.0,ky_su,Can Tho,3,39.0
KH09984,29.0,10.5,3.8,kinh_doanh,Hai Phong,3,36.0
KH09985,35.0,27.0,12.4,kinh_doanh,Ha Noi,1,46.0
KH09986,49.0,25.4,9.9,ky_su,Ha Noi,1,33.0
KH09987,45.0,49.5,33.3,kinh_doanh,Can Tho,8,56.0
KH09988,44.0,5.6,2.9,sinh_vien,Hai Phong,1,45.0
KH09989,57.0,21.2,16.6,giao_vien,Ha Noi,4,77.0
KH09990,47.0,29.9,24.9,nhan_vien,Hai Phong,5,74.0
KH09991,31.0,22.9,13.1,ky_su,Ha Noi,2,54.0
KH09992,47.0,20.0,7.3,kinh_doanh,Da Nang,3,41.0
KH09993,18.0,25.4,16.3,bac_si,Ha Noi,6,69.0
KH09994,23.0,17.7,12.3,nhan_vien,Hai Phong,1,60.0
KH09995,33.0,19.0,11.3,ky_su,TP HCM,1,52.0
KH09996,39.0,8.3,2.7,nhan_vien,TP HCM,0,39.0
KH09997,40.0,13.5,8.7,ky_su,TP HCM,2,62.0
KH09998,53.0,33.8,26.9,kinh_doanh,Ha Noi,6,80.0
KH09999,52.0,14.7,7.7,ky_su,Da Nang,2,59.0
KH10000,22.0,47.3,24.2,ky_su,Can Tho,3,41.0
KH10001,42.0,28.5,14.4,nhan_vien,Ha Noi,4,47.0
KH10002,41.0,12.5,9.2,giao_vien,TP HCM,2,64.0
KH10003,45.0,11.5,7.4,nhan_vien,Can Tho,0,66.0
KH10004,43.0,21.1,9.5,giao_vien,TP HCM,2,36.0
KH10005,30.0,18.3,11.7,giao_vien,TP HCM,2,53.0
KH10006,54.0,19.3,16.2,nhan_vien,TP HCM,4,94.0
KH10007,24.0,39.4,23.1,kinh_doanh,Ha Noi,4,49.0
KH10008,40.0,7.6,4.2,nhan_vien,Ha Noi,0,66.0
KH10009,33.0,8.3,0.7,nhan_vien,Ha Noi,0,10.0
KH10010,18.0,21.8,6.9,ky_su,TP HCM,3,37.0
KH10011,48.0,6.1,6.0,sinh_vien,Ha Noi,1,82.0
KH10012,24.0,13.1,7.5,giao_vien,Hai Phong,2,68.0
KH10013,31.0,16.9,14.4,ky_su,Da Nang,5,100.0
KH10014,41.0,11.4,6.9,nhan_vien,TP HCM,1,67.0
KH10015,38.0,24.8,21.3,kinh_doanh,TP HCM,6,82.0
KH10016,36.0,10.9,4.3,giao_vien,TP HCM,1,44.0
KH10017,52.0,50.2,39.4,kinh_doanh,Can Tho,7,88.0
KH10018,28.0,27.3,12.1,nhan_vien,Ha Noi,3,50.0
KH10019,32.0,13.9,13.8,nhan_vien,Can Tho,2,100.0
KH10020,36.0,33.3,24.0,kinh_doanh,TP HCM,6,64.0
KH10021,29.0,11.4,7.6,nhan_vien,TP HCM,2,57.0
KH10022,23.0,30.2,26.8,nhan_vien,Hai Phong,11,87.0
KH10023,40.0,5.8,3.6,sinh_vien,TP HCM,2,54.0
KH10024,55.0,10.4,3.1,nhan_vien,TP HCM,2,32.0
KH10025,46.0,10.4,6.2,nhan_vien,Ha Noi,0,67.0
KH10026,61.0,30.7,11.6,ky_su,Ha Noi,5,35.0
KH10027,18.0,18.0,7.6,giao_vien,Da Nang,1,44.0
KH10028,26.0,10.6,9.6,nhan_vien,TP HCM,2,100.0
KH10029,18.0,37.9,21.2,ky_su,Ha Noi,4,67.0
KH10030,21.0,13.0,8.8,kinh_doanh,TP HCM,7,59.0
KH10031,35.0,15.1,7.3,giao_vien,Ha Noi,1,55.0
KH10032,58.0,8.4,5.8,nhan_vien,TP HCM,1,72.0
KH10033,20.0,5.6,5.3,nhan_vien,Can Tho,2,80.0
KH10034,38.0,20.4,9.5,bac_si,Ha Noi,0,46.0
KH10035,31.0,10.6,3.3,nhan_vien,Hai Phong,0,33.0
KH10036,18.0,26.5,18.3,ky_su,Ha Noi,4,73.0
KH10037,53.0,23.3,18.3,kinh_doanh,TP HCM,5,76.0
KH10038,22.0,8.9,5.5,nhan_vien,TP HCM,0,68.0
KH10039,31.0,11.8,5.3,nhan_vien,Ha Noi,2,51.0
KH10040,31.0,12.4,8.4,ky_su,TP HCM,4,70.0
KH10041,33.0,14.8,9.8,kinh_doanh,Ha Noi,1,54.0
KH10042,27.0,22.4,15.2,ky_su,Da Nang,6,77.0
KH10043,30.0,21.3,13.2,nhan_vien,Ha Noi,4,68.0
KH10044,18.0,12.4,5.7,giao_vien,TP HCM,2,54.0
KH10045,50.0,25.4,17.9,giao_vien,Da Nang,6,83.0
KH10046,34.0,22.4,13.1,ky_su,Ha Noi,4,47.0
KH10047,39.0,12.1,5.9,sinh_vien,TP HCM,1,53.0
KH10048,30.0,28.6,11.9,bac_si,Da Nang,3,40.0
KH10049,40.0,14.7,12.9,nhan_vien,Ha Noi,3,100.0
KH10050,34.0,21.5,14.1,ky_su,TP HCM,4,71.0
KH10051,34.0,30.5,15.0,kinh_doanh,Ha Noi,7,40.0
KH10052,33.0,12.1,9.3,nhan_vien,Ha Noi,4,83.0
KH10053,32.0,26.0,17.1,ky_su,Ha Noi,4,62.0
KH10054,40.0,12.6,8.7,sinh_vien,TP HCM,2,73.0
KH10055,51.0,22.8,11.7,kinh_doanh,Ha Noi,3,59.0
KH10056,27.0,34.0,18.0,kinh_doanh,TP HCM,5,42.0
KH10057,27.0,18.8,10.4,ky_su,TP HCM,1,60.0
KH10058,33.0,4.3,3.1,sinh_vien,Ha Noi,1,74.0
KH10059,35.0,3.0,1.5,sinh_vien,Da Nang,0,60.0
KH10060,47.0,11.8,5.6,ky_su,Ha Noi,0,43.0
KH10061,40.0,27.1,11.3,kinh_doanh,Da Nang,1,39.0
KH10062,40.0,11.4,6.1,kinh_doanh,TP HCM,0,51.0
KH10063,46.0,16.0,13.8,nhan_vien,TP HCM,3,88.0
KH10064,25.0,14.1,12.5,bac_si,TP HCM,2,98.0
KH10065,45.0,15.2,12.0,nhan_vien,Da Nang,4,77.0
KH10066,46.0,33.7,17.0,bac_si,Ha Noi,1,45.0
KH10067,36.0,24.2,18.0,nhan_vien,Ha Noi,7,64.0
KH10068,29.0,33.4,17.6,nhan_vien,Ha Noi,4,44.0
KH10069,43.0,5.6,3.1,sinh_vien,Ha Noi,0,51.0
KH10070,18.0,24.8,15.5,nhan_vien,TP HCM,3,64.0
KH10071,47.0,19.4,17.0,bac_si,TP HCM,1,91.0
KH10072,48.0,47.1,29.2,bac_si,TP HCM,8,67.0
KH10073,21.0,24.2,12.2,bac_si,TP HCM,4,48.0
KH10074,40.0,8.1,7.4,giao_vien,TP HCM,1,83.0
KH10075,38.0,13.7,7.9,nhan_vien,Ha Noi,1,57.0
KH10076,48.0,43.0,19.7,nhan_vien,Can Tho,2,52.0
KH10077,36.0,15.3,7.8,nhan_vien,Can Tho,2,52.0
KH10078,41.0,13.6,12.6,nhan_vien,Ha Noi,5,100.0
KH10079,49.0,12.1,10.9,giao_vien,Da Nang,2,74.0
KH10080,21.0,9.7,5.4,ky_su,Ha Noi,2,50.0
KH10081,28.0,17.9,13.3,ky_su,Ha Noi,2,82.0
KH10082,27.0,45.5,35.3,kinh_doanh,Da Nang,9,87.0
KH10083,19.0,12.7,3.5,giao_vien,TP HCM,2,24.0
KH10084,19.0,14.3,8.4,nhan_vien,Da Nang,3,62.0
KH10085,26.0,31.6,10.9,nhan_vien,Ha Noi,2,34.0
KH10086,38.0,26.6,17.8,kinh_doanh,Can Tho,4,60.0
KH10087,39.0,19.9,12.3,kinh_doanh,Ha Noi,1,71.0
KH10088,22.0,21.6,8.9,bac_si,TP HCM,1,36.0
KH10089,26.0,7.2,5.8,nhan_vien,Ha Noi,1,95.0
KH10090,31.0,17.9,13.1,nhan_vien,Ha Noi,3,75.0
KH10091,25.0,61.8,39.4,kinh_doanh,TP HCM,8,54.0
KH10092,55.0,13.8,9.0,giao_vien,Can Tho,3,67.0
KH10093,40.0,24.4,15.2,giao_vien,Can Tho,4,54.0
KH10094,43.0,3.7,1.9,sinh_vien,TP HCM,0,43.0
KH10095,23.0,18.9,12.7,kinh_doanh,Can Tho,4,71.0
KH10096,31.0,4.3,3.5,sinh_vien,Ha Noi,0,92.0
KH10097,33.0,13.2,7.2,giao_vien,Ha Noi,6,63.0
KH10098,24.0,2.9,3.5,sinh_vien,Ha Noi,0,100.0
KH10099,48.0,11.9,8.8,nhan_vien,Da Nang,0,77.0
KH10100,57.0,25.3,14.3,ky_su,Ha Noi,0,49.0
KH10101,46.0,21.3,16.1,kinh_doanh,Da Nang,5,80.0
KH10102,54.0,11.1,7.0,nhan_vien,TP HCM,1,62.0
KH10103,44.0,12.4,6.9,kinh_doanh,Hai Phong,0,51.0
KH10104,44.0,50.1,34.4,kinh_doanh,Ha Noi,8,81.0
KH10105,28.0,27.0,22.0,nhan_vien,TP HCM,3,86.0
KH10106,49.0,22.4,8.3,bac_si,Ha Noi,4,37.0
KH10107,31.0,13.7,4.8,nhan_vien,TP HCM,2,39.0
KH10108,18.0,20.5,14.4,kinh_doanh,TP HCM,4,64.0
KH10109,42.0,22.0,14.3,ky_su,Ha Noi,4,57.0
KH10110,36.0,18.9,16.4,giao_vien,Ha Noi,6,70.0
KH10111,18.0,19.2,10.0,bac_si,TP HCM,1,60.0
KH10112,53.0,7.1,2.8,ky_su,TP HCM,0,40.0
KH10113,26.0,15.9,6.9,nhan_vien,TP HCM,2,43.0
KH10114,32.0,25.9,15.5,ky_su,Hai Phong,4,71.0
KH10115,59.0,15.5,9.4,ky_su,TP HCM,2,60.0
KH10116,44.0,9.9,9.0,nhan_vien,Hai Phong,3,100.0
KH10117,39.0,14.7,8.6,giao_vien,Hai Phong,6,55.0
KH10118,40.0,26.5,19.8,ky_su,Da Nang,6,88.0
KH10119,26.0,21.1,14.5,kinh_doanh,Can Tho,3,73.0
KH10120,33.0,5.8,2.8,nhan_vien,Da Nang,1,47.0
KH10121,44.0,7.3,4.6,nhan_vien,Da Nang,1,66.0
KH10122,40.0,17.8,12.6,ky_su,Ha Noi,1,59.0
KH10123,46.0,19.4,10.7,kinh_doanh,TP HCM,6,53.0
KH10124,45.0,19.4,7.9,nhan_vien,TP HCM,5,34.0
KH10125,20.0,14.1,11.7,kinh_doanh,Ha Noi,5,68.0
KH10126,32.0,9.3,5.1,giao_vien,Ha Noi,1,55.0
KH10127,26.0,20.3,16.0,ky_su,TP HCM,6,72.0
KH10128,36.0,10.6,8.5,ky_su,Ha Noi,4,79.0
KH10129,18.0,33.9,27.7,ky_su,TP HCM,8,72.0
KH10130,33.0,38.0,29.7,kinh_doanh,Hai Phong,9,90.0
KH10131,18.0,13.8,9.2,ky_su,Ha Noi,1,70.0
KH10132,36.0,4.2,3.8,sinh_vien,Ha Noi,0,76.0
KH10133,46.0,31.2,21.0,nhan_vien,Ha Noi,3,76.0
KH10134,30.0,21.1,17.7,ky_su,Ha Noi,0,96.0
KH10135,23.0,29.9,19.6,nhan_vien,Ha Noi,6,72.0
KH10136,35.0,17.8,15.7,ky_su,Ha Noi,2,81.0
KH10137,31.0,24.7,14.9,bac_si,Ha Noi,2,55.0
KH10138,37.0,39.5,15.8,ky_su,Da Nang,3,32.0
KH10139,39.0,31.4,25.0,kinh_doanh,Da Nang,6,67.0
KH10140,30.0,16.5,8.7,nhan_vien,Hai Phong,2,55.0
KH10141,40.0,86.1,65.4,kinh_doanh,TP HCM,16,62.0
KH10142,22.0,11.0,5.7,nhan_vien,Da Nang,3,61.0
KH10143,33.0,5.5,0.5,sinh_vien,Da Nang,1,10.0
KH10144,40.0,13.2,8.2,nhan_vien,TP HCM,0,69.0
KH10145,58.0,8.3,5.6,nhan_vien,Da Nang,1,60.0
KH10146,37.0,53.8,26.6,kinh_doanh,TP HCM,4,41.0
KH10147,37.0,20.7,12.3,nhan_vien,Can Tho,1,70.0
KH10148,30.0,18.3,15.5,giao_vien,Da Nang,1,95.0
KH10149,31.0,7.9,6.0,nhan_vien,Da Nang,1,79.0
KH10150,38.0,4.4,2.5,sinh_vien,Hai Phong,2,51.0
KH10151,37.0,34.8,17.2,bac_si,Ha Noi,5,48.0
KH10152,45.0,19.1,8.3,ky_su,TP HCM,3,49.0
KH10153,55.0,20.8,9.4,kinh_doanh,Ha Noi,3,39.0
KH10154,27.0,12.4,6.4,sinh_vien,Ha Noi,2,59.0
KH10155,28.0,5.0,3.7,nhan_vien,Ha Noi,1,80.0
KH10156,24.0,25.1,18.6,nhan_vien,Hai Phong,3,70.0
KH10157,49.0,31.4,11.0,nhan_vien,TP HCM,2,39.0
KH10158,37.0,8.9,6.6,giao_vien,TP HCM,3,66.0
KH10159,51.0,35.2,26.3,ky_su,Da Nang,4,85.0
KH10160,28.0,2.5,1.2,sinh_vien,Ha Noi,0,45.0
KH10161,54.0,9.9,6.2,giao_vien,TP HCM,0,69.0
KH10162,34.0,27.4,11.6,kinh_doanh,TP HCM,2,45.0
KH10163,26.0,13.7,9.0,nhan_vien,Ha Noi,1,57.0
KH10164,23.0,16.2,10.6,giao_vien,TP HCM,1,68.0
KH10165,18.0,33.8,17.6,kinh_doanh,Ha Noi,7,53.0
